Date,Open,High,Low,Close,Volume,EMA20,EMA50,RSI14,ATR14,Prev20High,AvgVolume20,TrendPass,BreakoutPass,RSIPass,VolumePass,ConfirmationScore,BreakoutStrength
2020-01-01,140.6022491455078,141.4264678955078,139.2447052001953,139.82650756835938,165803,139.82650756835938,139.82650756835938,,2.1817626953125,,,False,False,False,False,0,
2020-01-02,140.21437072753906,146.42027282714844,139.1962127685547,143.12338256835938,1709735,140.14049566359748,139.95579678404567,,2.541926792689732,,,True,False,False,False,0,
2020-01-03,141.0870819091797,142.83248901367188,139.7295379638672,141.47494506835938,423837,140.26758608309862,140.0153712265678,96.29629629629629,2.602778064961336,,,True,False,True,False,1,
2020-01-06,140.6022491455078,141.3779754638672,136.09327697753906,136.7720489501953,429176,139.9346777847269,139.88818211769043,86.45801817571456,2.8012702096655486,,,True,False,True,False,1,
2020-01-07,138.56593322753906,139.48712158203125,136.28720092773438,136.6265869140625,1239754,139.61962151133028,139.76027642343053,86.1647882456373,2.829745241424929,,,False,False,True,False,1,
2020-01-08,135.75389099121094,135.99630737304688,133.2327423095703,134.9781494140625,1229079,139.17757654968574,139.57274203090628,82.740058159673,2.87003805307259,,,False,False,True,False,1,
2020-01-09,136.14175415039062,137.93565368652344,134.5902862548828,135.46298217773438,1020506,138.82380565711895,139.41157497784073,82.95464678001062,2.9039901515417355,,,False,False,True,False,1,
2020-01-10,135.9478302001953,137.0629425048828,132.36004638671875,133.91151428222656,976133,138.35596838331966,139.19588632311076,79.54645740144956,3.032483434871902,,,False,False,True,False,1,
2020-01-13,135.6084442138672,135.6084442138672,133.3297119140625,133.81454467773438,627375,137.92345183993058,138.98485331740972,79.32708498943686,2.978644068081387,,,False,False,True,False,1,
2020-01-14,134.2509002685547,136.38417053222656,132.55397033691406,135.75389099121094,2132904,137.71682699719537,138.85814891246073,80.48615191942139,3.0394695057407524,,,False,False,True,False,1,
2020-01-15,135.75389099121094,137.20838928222656,132.69943237304688,133.66909790039062,918938,137.33132898797587,138.65465671590897,75.58037164846424,3.144432891700676,,,False,False,True,False,1,
2020-01-16,134.2509002685547,137.5477752685547,133.13577270507812,136.96597290039062,936756,137.29653317011062,138.58843382118278,77.87682960222685,3.234973582541811,,,False,False,True,False,1,
2020-01-17,136.7235565185547,141.57191467285156,135.0751190185547,141.0870819091797,1178646,137.65753781192672,138.6864200207121,80.36279676383403,3.4679608733814584,,,False,False,True,False,1,
2020-01-20,140.6022491455078,141.47494506835938,138.17807006835938,139.05076599121094,1805201,137.79022620995377,138.70070809798653,75.82863511460378,3.4557404538542116,,,False,False,True,False,1,
2020-01-21,137.2568817138672,140.11740112304688,137.2568817138672,139.7295379638672,1289680,137.97492256746935,138.74105436723679,76.30847722807486,3.4132246649488884,,,False,False,True,False,1,
2020-01-22,139.29318237304688,141.32949829101562,139.14773559570312,139.82650756835938,259383,138.15126399612555,138.78362115943767,76.38061490957155,3.325263095689147,,,False,False,True,False,1,
2020-01-23,140.0689239501953,141.66888427734375,137.49929809570312,139.82650756835938,892967,138.31081100300497,138.8245186656699,76.38061490957155,3.3855718875428242,,,False,False,True,False,1,
2020-01-24,139.632568359375,141.0870819091797,139.4386444091797,140.69920349121094,369939,138.53827695426267,138.8980357176519,77.1081383751274,3.261490859861194,,,False,False,True,False,1,
2020-01-27,140.6022491455078,143.2688446044922,138.46896362304688,138.9053192138672,552588,138.57323335993928,138.89832134495447,72.1860664518537,3.371375868545774,,,False,False,True,False,1,
2020-01-28,140.8931427001953,140.8931427001953,135.02664184570312,135.8023681640625,1691371,138.30934143652243,138.77691141629202,64.51471776082337,3.549599081827661,,,False,False,True,False,1,
2020-01-29,135.26905822753906,138.03260803222656,135.26905822753906,135.99630737304688,633176,138.0890524780962,138.6678681204785,64.7667444297791,3.4934527048890778,146.42027282714844,992488.55,False,False,True,False,1,-0.07119209145585481
2020-01-30,136.7235565185547,138.03260803222656,135.31753540039062,136.4326629638672,1835010,137.93130109578865,138.58021301629765,65.36281871461303,3.4378541282424253,146.42027282714844,1015857.2,False,False,True,True,2,-0.06821193315950036
2020-01-31,138.61441040039062,138.66290283203125,134.0569610595703,137.984130859375,741427,137.9363325018445,138.55683724543795,67.4700761310701,3.521288959972319,143.2688446044922,1022120.95,False,False,True,False,1,-0.03688669200694794
2020-02-03,134.5417938232422,137.35385131835938,133.37818908691406,136.57810974121094,621297,137.80697795321274,138.47924008840943,63.688525030491796,3.5987641608643632,143.2688446044922,1038000.45,False,False,True,False,1,-0.04670055713614274
2020-02-04,137.20838928222656,138.17807006835938,135.12359619140625,136.14175415039062,2052241,137.64838521008681,138.387573973193,62.51742699289204,3.559886283442132,143.2688446044922,1047606.5,False,False,True,True,2,-0.04974626879819266
2020-02-05,136.96597290039062,137.20838928222656,134.9781494140625,135.8993377685547,603698,137.48180926327422,138.28999608281504,61.83714713737532,3.4649115394936985,143.2688446044922,1088230.85,False,False,True,False,1,-0.05143830716497888
2020-02-06,135.9478302001953,137.6932373046875,135.9478302001953,137.2568817138672,993145,137.46038759190213,138.24948179383668,64.18732074003665,3.3455535392536353,143.2688446044922,1056961.8,False,False,True,False,1,-0.04196280710730671
2020-02-07,137.6932373046875,138.46896362304688,135.17208862304688,135.8993377685547,847485,137.31171618015475,138.15731928304132,60.1951828601734,3.342076500735519,143.2688446044922,1055593.75,False,False,True,False,1,-0.05143830716497888
2020-02-10,135.26905822753906,136.2387237548828,132.84487915039062,133.7175750732422,927148,136.96941702711547,137.98321166697076,54.345185648474676,3.3457742224324236,143.2688446044922,1049161.35,False,False,True,False,1,-0.06666675897064167
2020-02-11,135.75389099121094,135.75389099121094,134.10545349121094,134.7842254638672,647158,136.76130354490135,137.85776122763338,56.56751230041093,3.252241486399304,143.2688446044922,1064150.0,False,False,True,False,1,-0.05922166235127835
2020-02-12,135.6084442138672,135.6084442138672,133.4266815185547,133.7660675048828,293392,136.47604296966148,137.69730265027061,53.871876803808036,3.17577871560739,143.2688446044922,989862.7,False,False,True,False,1,-0.06632828739453245
2020-02-13,133.81454467773438,134.8811798095703,128.86923217773438,130.1298065185547,1550971,135.8716394981275,137.40053809608568,45.52752351491887,3.378362209623715,143.2688446044922,958585.4,False,False,False,True,1,-0.09170896940091278
2020-02-14,129.83889770507812,130.90553283691406,128.86923217773438,129.98434448242188,814315,135.31094473472697,137.10970697398125,45.22573996832084,3.2825006703062845,143.2688446044922,989296.15,False,False,False,False,0,-0.09272427762465374
2020-02-17,130.37222290039062,130.90553283691406,126.9298858642578,127.56017303466795,1757197,134.572776001388,136.73521544694935,40.417468374959356,3.3320111204741405,143.2688446044922,971079.6,False,False,False,True,1,-0.10964471454480962
2020-02-18,127.02685546875,128.7722625732422,122.85726928710938,126.9298858642578,813006,133.8448817026137,136.35069271821635,39.249065939057154,3.5165098465926174,143.2688446044922,968679.4,False,False,False,False,0,-0.11404404624982978
2020-02-19,128.3843994140625,133.66909790039062,126.63898468017578,132.99032592773438,816721,133.76349543833948,136.21891362839352,53.24499744419026,3.7674815161370625,143.2688446044922,944845.7,False,False,True,False,1,-0.07174287407100044
2020-02-20,132.99032592773438,137.49929809570312,130.1298065185547,135.8023681640625,1595577,133.95767379317024,136.20257851214524,58.071779022834,4.0247679490664465,143.2688446044922,972712.6,False,False,True,True,2,-0.05211514381261073
2020-02-24,135.65692138671875,135.65692138671875,132.84487915039062,133.81454467773438,1282784,133.94404244884302,136.10893012648208,53.84043096514565,3.948533739395406,143.2688446044922,1007843.1,False,False,True,True,2,-0.06598992232300993
2020-02-25,135.75389099121094,136.7235565185547,134.10545349121094,135.65692138671875,1374070,134.10717377625974,136.09120429355016,56.96990414426384,3.874282175211471,143.2688446044922,1053485.35,False,False,True,True,2,-0.0531303455317651
2020-02-26,134.5417938232422,136.91749572753906,133.81454467773438,136.04478454589844,2359741,134.29170813527296,136.08938391128933,57.621295430517186,3.8191870948252724,140.8931427001953,1094559.45,False,False,True,True,2,-0.034411597763942536
2020-02-27,136.04478454589844,137.0629425048828,132.4085235595703,136.67507934570312,876760,134.51869586959964,136.11235235969772,58.71502887721761,3.8788465127172174,138.66290283203125,1127977.95,False,False,True,False,1,-0.014335654639626827
2020-02-28,131.14794921875,133.3297119140625,123.29362487792967,130.90553283691406,3998483,134.17458510458198,135.90816335880425,46.80662006122919,4.557604223792663,138.66290283203125,1140157.15,False,False,False,True,1,-0.05594409057276151
2020-03-02,130.08131408691406,134.44483947753906,126.1056671142578,129.79042053222656,7787214,133.7570456215005,135.66825187540906,44.910717291411636,4.827716233756135,138.66290283203125,1248330.8,False,False,False,True,1,-0.06398598412837453
2020-03-03,129.9358673095703,131.63278198242188,124.16632843017578,128.96620178222656,1786409,133.3007747796649,135.40542638155875,43.50794895248794,5.016197470791132,138.46896362304688,1600620.15,False,False,False,True,1,-0.06862737751608816
2020-03-04,127.41471862792967,128.91770935058594,117.6210479736328,120.0937042236328,3422584,132.04295853623327,134.8049666890911,31.941904591275133,5.4682657806341775,138.46896362304688,1658875.75,False,False,False,True,1,-0.13270309041553108
2020-03-05,120.72399139404295,122.03305053710938,111.51212310791016,115.34232330322266,6090456,130.45242184737512,134.0417257719982,27.695815984972498,5.829170184103109,138.46896362304688,1727392.9,False,False,False,True,1,-0.16701677917357505
2020-03-06,111.51212310791016,119.17252349853516,109.76671600341795,117.2331771850586,3353265,129.19344616524972,133.3825670038829,31.593005775037682,6.084644277746973,138.46896362304688,2001730.8,False,False,False,True,1,-0.15336134453781514
2020-03-09,115.09990692138672,115.34232330322266,108.60311126708984,111.85150909423828,1405895,127.54183311086769,132.53821179173997,27.11361301710666,6.266460109191386,138.46896362304688,2119736.8,False,False,False,False,0,-0.19222686320718851
2020-03-11,111.51212310791016,112.38482666015624,108.3606948852539,110.63941955566406,1863849,125.93207943894353,131.67943562561936,26.212179289911816,6.10629379959931,137.49929809570312,2147657.3,False,False,False,False,0,-0.19534556839223927
2020-03-12,106.03348541259766,113.8393325805664,93.47624969482422,106.76073455810548,22334787,124.10623706933991,130.70223166218744,23.51769500712146,7.124635877180944,137.49929809570312,2194492.35,False,False,False,True,1,-0.22355433055522067
2020-03-13,97.01554870605467,113.1120834350586,97.01554870605467,111.65757751464844,5905794,122.92065044508358,129.95538247993102,32.89624498961487,7.7654857951683,137.49929809570312,3278873.8,False,False,False,True,1,-0.18794074543615613
2020-03-16,102.97901916503906,107.1001205444336,96.82160949707033,105.83954620361328,4839885,121.2938786125626,129.00966341027151,28.43485393442029,8.270520239626144,137.49929809570312,3559493.9,False,False,False,True,1,-0.23025391642402293
2020-03-17,102.78508758544922,105.83954620361328,95.99739074707033,96.72464752197266,3420176,118.95395184203022,127.74358435582843,23.14006141234873,8.382779897977345,137.49929809570312,3723939.6,False,False,False,False,0,-0.29654442705118567
2020-03-18,97.30644989013672,99.8275909423828,84.02195739746094,87.31884002685547,2123141,115.94108405010883,126.15830026449616,19.172636565580504,8.912983729901953,137.49929809570312,3854232.65,False,False,False,False,0,-0.36495064894019125
2020-03-19,83.87651062011719,85.1370849609375,78.54331970214844,81.01598358154297,1936727,112.6148840054835,124.3880133357529,17.061625024419854,8.903164915245174,137.49929809570312,3872529.85,False,False,False,False,0,-0.4107898389040959
2020-03-20,81.45233154296875,89.20970153808594,79.70692443847656,87.85215759277344,1185498,110.25652910903491,122.95523467916547,26.512704379959033,8.945994356985475,137.49929809570312,3928715.9,False,False,False,False,0,-0.3610719559337239
2020-03-23,77.57365417480469,83.10077667236328,70.97988891601562,72.38591003417969,1689717,106.64980348285822,120.97212390877387,20.75130653954453,9.512156808397785,137.49929809570312,3947154.75,False,False,False,False,0,-0.4735543305552208
2020-03-24,73.21013641357422,78.2524185180664,71.02837371826172,74.81008911132812,1077641,103.61744973318869,119.16184803436423,23.555353840625784,9.34872023635542,137.0629425048828,3951861.75,False,False,False,False,0,-0.4541917184605675
2020-03-25,71.75563049316406,78.54331970214844,69.91325378417969,73.25861358642578,4500082,100.72613200492556,117.36172119326861,22.99458520140594,9.297387785042089,137.0629425048828,3941604.6,False,False,False,True,1,-0.46551115678976485
2020-03-26,72.3374252319336,80.4341812133789,71.07685852050781,75.87672424316406,2806510,98.35952174190065,115.73485856777431,26.187954031899793,9.301668849887019,137.0629425048828,4097905.2,False,False,False,False,0,-0.4464096359199279
2020-03-27,76.6039810180664,78.78573608398438,71.85259246826172,73.5979995727539,1182461,96.00128153531526,114.08243272483234,25.20811067309066,9.132488476018136,137.0629425048828,4120243.65,False,False,False,False,0,-0.46303502443680566
2020-03-30,73.5979995727539,75.24644470214844,71.02837371826172,72.91923522949219,1521078,93.80299141095115,112.4681896857994,24.90914198835604,8.781458655151607,134.44483947753906,4135528.7,False,False,False,False,0,-0.4576271167204272
2020-03-31,74.66464233398438,74.66464233398438,71.07685852050781,72.72529602050781,1486961,91.79559184995655,110.90964483618012,24.818570095609005,8.410481880746246,134.44483947753906,4011658.45,False,False,False,False,0,-0.45906963552396063
2020-04-01,72.24046325683594,74.17980194091797,68.1678466796875,69.8162841796875,2894184,89.70232445278808,109.29814049670983,23.441713882528575,8.239158550780834,131.63278198242188,3696645.8,False,False,False,False,0,-0.46961324429798423
2020-04-03,71.56169128417969,71.56169128417969,66.90727233886719,67.24665832519531,1366408,87.56368958349353,107.64906276449358,22.266613183412417,7.98310572181881,128.91770935058594,3752034.55,False,False,False,False,0,-0.4783753243526765
2020-04-07,72.72529602050781,72.72529602050781,67.63452911376953,71.65866088867188,2846854,86.04892494589146,106.23767445563783,28.860577675795042,7.804215148496931,122.03305053710938,3649225.75,False,False,False,False,0,-0.412793005064796
2020-04-08,72.62833404541016,77.96151733398438,70.39808654785156,72.7737808227539,4437089,84.78462550559264,104.9253649014071,30.466063001589333,7.787016265470923,119.17252349853516,3487045.65,False,False,False,True,1,-0.389340942976269
2020-04-09,73.6949691772461,75.10099029541016,72.14349365234375,73.06468200683594,2133420,83.66844041047295,103.67592635652196,30.904146189589767,7.442050578156315,115.34232330322266,3541236.85,False,False,False,False,0,-0.3665405731878949
2020-04-13,72.72529602050781,72.91923522949219,70.01022338867188,70.25263977050781,2702122,82.39074511142866,102.3652092355018,29.001980034168383,7.128651152442583,113.8393325805664,3577613.1,False,False,False,False,0,-0.3828790262733788
2020-04-15,70.01022338867188,82.22807312011719,70.01022338867188,79.75540924072266,8459323,82.13976074278999,101.47855041217713,41.99500155549963,7.492165336657064,113.8393325805664,3619526.75,False,False,False,True,1,-0.2994037523517793
2020-04-16,76.6039810180664,80.96749877929688,75.7797622680664,78.2524185180664,3379152,81.7695376737687,100.5677217104473,40.72553430617183,7.327563277698022,113.1120834350586,2925753.55,False,False,False,True,1,-0.3081869227261319
2020-04-17,81.45233154296875,82.42200469970703,77.67061614990234,78.05848693847656,1411326,81.41610427040754,99.68500662135041,40.55518232998428,7.143550797134213,107.1001205444336,2799421.45,False,False,False,False,0,-0.2711634072709401
2020-04-20,81.2583999633789,82.37351989746094,78.64028930664062,78.93119049072266,1357351,81.17944581519946,98.87113147897286,41.73626847031299,6.94151380869494,105.83954620361328,2627993.5,False,False,False,False,0,-0.25423725514775497
