Date,Open,High,Low,Close,Volume,EMA20,EMA50,RSI14,ATR14,Prev20High,AvgVolume20,TrendPass,BreakoutPass,RSIPass,VolumePass,ConfirmationScore,BreakoutStrength
2020-01-01,214.4499969482422,215.3999938964844,211.8999938964844,212.625,1047496,212.625,212.625,,3.5,,,False,False,False,False,0,
2020-01-02,213.1499938964844,213.3999938964844,209.75,210.9250030517578,2548478,212.46309552873885,212.5583334530101,0.0,3.510713849748886,,,False,False,False,False,0,
2020-01-03,211.1499938964844,211.5500030517578,206.125,208.5249938964844,3851530,212.0880382304289,212.40016327432284,0.0,3.6474487927495236,,,False,False,False,False,0,
2020-01-06,207.75,209.3500061035156,205.1750030517578,205.8249969482422,2705692,211.4915581083159,212.14231361447654,0.0,3.6851312398215423,,,False,False,False,False,0,
2020-01-07,206.5749969482422,209.125,206.0249938964844,206.625,2288590,211.02807638371436,211.92594837469315,3.274391079443717,3.657622083531276,,,False,False,False,False,0,
2020-01-08,203.75,209.5,203.5,208.9250030517578,3105290,210.8277836854328,211.80826424438195,12.177799857005141,3.8249347918504704,,,False,False,False,False,0,
2020-01-09,210.7749938964844,211.4750061035156,208.7250061035156,209.9499969482422,2140968,210.7441849485575,211.73539101708235,15.89334672170925,3.7481537352897227,,,False,False,False,False,0,
2020-01-10,210.0,211.3500061035156,208.1000061035156,209.3249969482422,2150548,210.6090241866227,211.64086575948076,15.46373487656436,3.7125713256261714,,,False,False,False,False,0,
2020-01-13,209.3500061035156,211.8249969482422,209.3500061035156,210.4750061035156,2421484,210.5962605596601,211.59514577297233,19.761565535613727,3.6259590880814447,,,False,False,False,False,0,
2020-01-14,210.9750061035156,213.75,210.0,212.3999938964844,2147814,210.7680446869767,211.6267084444826,26.497810681553432,3.6348191532184844,,,False,False,False,False,0,
2020-01-15,213.3249969482422,227.875,212.5500030517578,223.875,16749024,212.01632614535987,212.1070336035225,52.23860979500935,4.480546792525421,,,False,False,True,False,1,
2020-01-16,226.5,229.6750030517578,222.8000030517578,228.3500061035156,11416066,213.57191471280328,212.74401291724772,58.362553970843,4.651579164487891,,,True,False,True,False,1,
2020-01-17,227.0,239.6999969482422,226.125,234.5500030517578,12856598,215.5698278879418,213.59914978526774,65.04901361383921,5.288966149041769,,,True,False,True,False,1,
2020-01-20,235.0749969482422,237.5,232.0,234.3500061035156,5024972,217.358416289425,214.4129088565716,64.68814144063819,5.304039995538786,,,True,False,True,False,1,
2020-01-21,232.5,237.4499969482422,232.125,236.0500030517578,3641714,219.13856740964718,215.26142235442202,66.39473259927279,5.305536920731886,,,True,False,True,False,1,
